"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","population","iso2","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active"
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-01-18,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,55980000,"UK_ENG","2020/01/18","GB",66647112,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-01-19,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,55980000,"UK_ENG","2020/01/19","GB",66647112,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-01-20,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,1,0,0,0,NA,NA,0,NA,NA,NA,NA,5.56,5.56,9.52,9.52,5.56,5.56,6.41,6.41,0,0,NA,NA,NA,NA,55980000,"UK_ENG","2020/01/20","GB",66647112,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-01-21,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,1,0,0,0,NA,NA,0,NA,NA,NA,NA,5.56,5.56,9.52,9.52,5.56,5.56,6.41,6.41,0,0,NA,NA,NA,NA,55980000,"UK_ENG","2020/01/21","GB",66647112,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-01-22,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,1,0,0,0,NA,NA,0,NA,NA,NA,NA,5.56,5.56,9.52,9.52,5.56,5.56,6.41,6.41,0,0,NA,NA,NA,NA,55980000,"UK_ENG","2020/01/22","GB",66647112,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-01-23,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,1,0,0,0,NA,NA,0,NA,NA,NA,NA,5.56,5.56,9.52,9.52,5.56,5.56,6.41,6.41,0,0,NA,NA,NA,NA,55980000,"UK_ENG","2020/01/23","GB",66647112,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-01-24,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,1,0,0,0,NA,NA,0,NA,NA,NA,NA,5.56,5.56,9.52,9.52,5.56,5.56,6.41,6.41,0,0,NA,NA,NA,NA,55980000,"UK_ENG","2020/01/24","GB",66647112,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-01-25,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,1,0,0,0,NA,NA,0,NA,NA,NA,NA,5.56,5.56,9.52,9.52,5.56,5.56,6.41,6.41,0,0,NA,NA,NA,NA,55980000,"UK_ENG","2020/01/25","GB",66647112,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-01-26,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,1,0,0,0,NA,NA,0,NA,NA,NA,NA,5.56,5.56,9.52,9.52,5.56,5.56,6.41,6.41,0,0,NA,NA,NA,NA,55980000,"UK_ENG","2020/01/26","GB",66647112,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-01-27,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,1,0,0,0,NA,NA,0,NA,NA,NA,NA,5.56,5.56,9.52,9.52,5.56,5.56,6.41,6.41,0,0,NA,NA,NA,NA,55980000,"UK_ENG","2020/01/27","GB",66647112,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-01-28,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,1,0,0,0,NA,NA,0,NA,NA,NA,NA,5.56,5.56,9.52,9.52,5.56,5.56,6.41,6.41,0,0,NA,NA,NA,NA,55980000,"UK_ENG","2020/01/28","GB",66647112,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-01-29,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,1,0,0,0,NA,NA,0,NA,NA,NA,NA,5.56,5.56,9.52,9.52,5.56,5.56,6.41,6.41,0,0,NA,NA,NA,NA,55980000,"UK_ENG","2020/01/29","GB",66647112,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-01-30,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,1,0,0,0,NA,NA,0,NA,NA,2,NA,5.56,5.56,9.52,9.52,5.56,5.56,6.41,6.41,0,0,NA,NA,NA,NA,55980000,"UK_ENG","2020/01/30","GB",66647112,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-01-31,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,1,2,0,0,NA,NA,0,NA,NA,2,NA,5.56,5.56,9.52,9.52,12.22,12.22,14.1,14.1,0,0,0,NA,NA,NA,55980000,"UK_ENG","2020/01/31","GB",66647112,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-02-01,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,1,2,0,0,NA,NA,0,NA,NA,2,NA,5.56,5.56,9.52,9.52,12.22,12.22,14.1,14.1,0,0,0,NA,NA,NA,55980000,"UK_ENG","2020/02/01","GB",66647112,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-02-02,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,2,0,0,NA,NA,0,NA,NA,2,NA,11.11,11.11,14.29,14.29,15.56,15.56,17.95,17.95,0,0,0,NA,NA,NA,55980000,"UK_ENG","2020/02/02","GB",66647112,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-02-03,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,2,0,NA,NA,NA,0,NA,NA,2,NA,11.11,11.11,14.29,14.29,15.56,15.56,17.95,17.95,0,0,0,NA,NA,NA,55980000,"UK_ENG","2020/02/03","GB",66647112,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-02-04,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,2,0,0,NA,NA,0,NA,NA,2,NA,11.11,11.11,14.29,14.29,15.56,15.56,17.95,17.95,0,0,0,NA,NA,NA,55980000,"UK_ENG","2020/02/04","GB",66647112,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-02-05,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,2,0,0,NA,NA,0,NA,NA,3,NA,11.11,11.11,14.29,14.29,15.56,15.56,17.95,17.95,0,0,1,NA,NA,NA,55980000,"UK_ENG","2020/02/05","GB",66647112,1,0,1,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-02-06,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,2,0,0,NA,NA,0,NA,NA,3,NA,11.11,11.11,14.29,14.29,15.56,15.56,17.95,17.95,0,0,0,NA,0.142857142857143,NA,55980000,"UK_ENG","2020/02/06","GB",66647112,0,0,1,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-02-07,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,2,0,0,NA,NA,0,NA,NA,3,NA,11.11,11.11,14.29,14.29,15.56,15.56,17.95,17.95,0,0,0,NA,0.142857142857143,NA,55980000,"UK_ENG","2020/02/07","GB",66647112,0,0,1,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-02-08,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,2,0,0,NA,NA,0,NA,NA,7,NA,11.11,11.11,14.29,14.29,15.56,15.56,17.95,17.95,0,0,4,NA,0.714285714285714,NA,55980000,"UK_ENG","2020/02/08","GB",66647112,4,0,5,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-02-09,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,2,0,0,NA,NA,0,NA,NA,8,NA,11.11,11.11,14.29,14.29,15.56,15.56,17.95,17.95,0,0,1,NA,0.857142857142857,NA,55980000,"UK_ENG","2020/02/09","GB",66647112,1,0,6,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-02-10,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,2,0,0,NA,NA,0,NA,NA,8,NA,11.11,11.11,14.29,14.29,15.56,15.56,17.95,17.95,0,0,0,NA,0.857142857142857,NA,55980000,"UK_ENG","2020/02/10","GB",66647112,0,0,6,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-02-11,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,2,0,0,NA,NA,0,NA,NA,9,NA,11.11,11.11,14.29,14.29,15.56,15.56,17.95,17.95,0,0,1,NA,1,NA,55980000,"UK_ENG","2020/02/11","GB",66647112,1,0,7,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-02-12,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,2,0,0,NA,NA,0,NA,NA,9,NA,11.11,11.11,14.29,14.29,15.56,15.56,17.95,17.95,0,0,0,NA,0.857142857142857,NA,55980000,"UK_ENG","2020/02/12","GB",66647112,0,0,7,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-02-13,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,2,0,0,NA,NA,0,NA,NA,9,NA,11.11,11.11,14.29,14.29,15.56,15.56,17.95,17.95,0,0,0,NA,0.857142857142857,NA,55980000,"UK_ENG","2020/02/13","GB",66647112,0,0,7,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-02-14,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,2,0,0,NA,NA,0,NA,NA,9,NA,11.11,11.11,14.29,14.29,15.56,15.56,17.95,17.95,0,0,0,NA,0.857142857142857,NA,55980000,"UK_ENG","2020/02/14","GB",66647112,0,0,7,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-02-15,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,2,0,0,NA,NA,0,NA,NA,10,NA,11.11,11.11,14.29,14.29,15.56,15.56,17.95,17.95,0,0,1,NA,0.428571428571429,NA,55980000,"UK_ENG","2020/02/15","GB",66647112,1,0,8,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-02-16,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,2,0,0,NA,NA,0,NA,NA,11,NA,11.11,11.11,14.29,14.29,15.56,15.56,17.95,17.95,0,0,1,NA,0.428571428571429,NA,55980000,"UK_ENG","2020/02/16","GB",66647112,1,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-02-17,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,2,0,0,NA,NA,0,NA,NA,11,NA,11.11,11.11,14.29,14.29,15.56,15.56,17.95,17.95,0,0,0,NA,0.428571428571429,NA,55980000,"UK_ENG","2020/02/17","GB",66647112,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-02-18,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,2,0,0,NA,NA,0,NA,NA,11,NA,11.11,11.11,14.29,14.29,15.56,15.56,17.95,17.95,0,0,0,NA,0.285714285714286,NA,55980000,"UK_ENG","2020/02/18","GB",66647112,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-02-19,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,2,0,0,NA,NA,0,NA,NA,11,NA,11.11,11.11,14.29,14.29,15.56,15.56,17.95,17.95,0,0,0,NA,0.285714285714286,NA,55980000,"UK_ENG","2020/02/19","GB",66647112,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-02-20,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,2,0,0,NA,NA,0,NA,NA,11,NA,11.11,11.11,14.29,14.29,15.56,15.56,17.95,17.95,0,0,0,NA,0.285714285714286,NA,55980000,"UK_ENG","2020/02/20","GB",66647112,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-02-21,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,2,0,0,NA,NA,0,NA,NA,12,NA,11.11,11.11,14.29,14.29,15.56,15.56,17.95,17.95,0,0,1,NA,0.428571428571429,NA,55980000,"UK_ENG","2020/02/21","GB",66647112,1,0,10,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-02-22,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,2,0,0,NA,NA,0,NA,NA,14,NA,11.11,11.11,14.29,14.29,15.56,15.56,17.95,17.95,0,0,2,NA,0.571428571428571,NA,55980000,"UK_ENG","2020/02/22","GB",66647112,2,0,12,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-02-23,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,2,0,0,NA,NA,0,NA,NA,15,NA,11.11,11.11,14.29,14.29,15.56,15.56,17.95,17.95,0,0,1,NA,0.571428571428571,NA,55980000,"UK_ENG","2020/02/23","GB",66647112,1,0,13,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-02-24,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,2,0,0,NA,NA,0,NA,NA,17,NA,11.11,11.11,14.29,14.29,15.56,15.56,17.95,17.95,0,0,2,NA,0.857142857142857,NA,55980000,"UK_ENG","2020/02/24","GB",66647112,2,0,15,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",2020-02-25,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,2,0,0,NA,NA,0,NA,NA,22,NA,11.11,11.11,14.29,14.29,15.56,15.56,17.95,17.95,0,0,5,NA,1.57142857142857,NA,55980000,"UK_ENG","2020/02/25","GB",66647112,5,0,20,0,0,0,NA,0,0,0,0,0,NA,0,0,0
